p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
NR4A1 8.80041888981812e-10 0.298661156248167 1 1 1.20688944654966e-05 1 NR4A1
CKLF 1.0009049701188e-09 0.276402862982475 1 1 1.37264107602093e-05 1 CKLF
PSMG2 1.05697708919608e-09 0.260013671323659 1 1 1.44953838012351e-05 1 PSMG2
SERPINB6 1.20627849466416e-09 0.307602316987506 1 1 1.65429032758243e-05 1 SERPINB6
HIGD2A 1.21895603471094e-09 0.318551032525376 1 1 1.67167630600258e-05 1 HIGD2A
POLR2L 1.31826723906116e-09 0.338972010904501 1 1 1.80787169164848e-05 1 POLR2L
ANAPC11 1.44440932578871e-09 0.263642183774941 1 1 1.98086294938663e-05 1 ANAPC11
SMARCD3 2.87648088763205e-09 0.309487547602383 1 1 3.94480588929859e-05 1 SMARCD3
ATP5EP2 2.92667940231908e-09 0.272753846125651 1 1 4.01364813234039e-05 1 ATP5EP2
DUSP1 3.05473709644773e-09 0.269000443090789 1 1 4.18926645406842e-05 1 DUSP1
AURKAIP1 3.09578635097812e-09 0.275679292826101 1 1 4.2455614017314e-05 1 AURKAIP1
NOTCH2NL 3.44139721208323e-09 0.326119628614609 1 1 4.71953213665094e-05 1 NOTCH2NL
SF3B5 3.97196697441258e-09 0.384066626275653 1 1 5.44715550870941e-05 1 SF3B5
FIBP 4.17348765331976e-09 0.39390841556296 1 1 5.72352096776272e-05 1 FIBP
CECR1 6.00297871371514e-09 0.392936023001645 1 1 8.23248500798894e-05 1 CECR1
SEC11A 6.63770949165826e-09 0.364591300781123 1 1 9.10295479686013e-05 1 SEC11A
STX10 1.13013484204401e-08 0.432384475432039 1 1 0.000154986692237916 1 STX10
ATP5I 1.2102847923109e-08 0.302712094525061 1 1 0.000165978456417516 1 ATP5I
CLTA 1.44452632407458e-08 0.32481349334325 1 1 0.000198102340083588 1 CLTA
PHPT1 1.52432191619646e-08 0.291677341994167 1 1 0.000209045507587183 1 PHPT1
SPG21 1.68618689122115e-08 0.325689207997493 1 1 0.000231243670262068 1 SPG21
IFI27L2 1.8274473062572e-08 0.308089422908939 1 1 0.000250616123580112 1 IFI27L2
SGK1 1.83428984795159e-08 0.329897073095996 1 1 0.000251554509748081 1 SGK1
LYST 2.13729120360936e-08 0.273376416092452 1 1 0.000293108115662988 1 LYST
C19orf59 2.8523430963137e-08 0.384724029197001 1 1 0.000391170332228461 1 C19orf59
AKR1A1 3.75584547233799e-08 0.281341392902931 1 1 0.000515076648076432 1 AKR1A1
PAK1 4.05099433919098e-08 0.27728913062088 1 1 0.000555553363676651 1 PAK1
SYK 6.00965908260131e-08 0.493377526443929 1 1 0.000824164646587944 1 SYK
PPP1R15A 6.30244482185941e-08 0.336879843965995 1 1 0.000864317282869799 1 PPP1R15A
PARL 7.73336163792501e-08 0.360312005145384 1 1 0.00106055321502504 1 PARL
C17orf59 1.11951346233556e-07 0.30973349467411 1 1 0.00153530076224699 1 C17orf59
SDCBP 1.18964519324522e-07 0.322063129886336 1 1 0.0016314794180165 1 SDCBP
UQCRC1 1.80662885047646e-07 0.305759488828122 1 1 0.00247761080554342 1 UQCRC1
TPGS1 1.85375142120524e-07 0.279895170495713 1 1 0.00254223469904086 1 TPGS1
NAAA 2.64761246215262e-07 0.27919169948829 1 1 0.0036309357305961 1 NAAA
YPEL2 2.85135136315809e-07 0.31631791169235 1 1 0.003910343259435 1 YPEL2
JOSD2 2.94265396347235e-07 0.330750600157303 1 1 0.00403555564550598 1 JOSD2
ZNF467 3.16068175413322e-07 0.430877411191853 1 1 0.0043345589576183 1 ZNF467
SLC25A37 3.46552636048732e-07 0.310030226508934 1 1 0.00475262285077231 1 SLC25A37
TGFB1 3.62101047055744e-07 0.287732215367902 1 1 0.00496585375932247 1 TGFB1
NIPSNAP3A 4.00907483909392e-07 0.251061367053839 1 1 0.0054980452343334 1 NIPSNAP3A
CASP4 4.10107027386485e-07 0.38918540574592 1 1 0.00562420777357825 1 CASP4
IDH2 4.3938902812876e-07 0.320923035207243 1 1 0.00602578113175781 1 IDH2
DHRS4L2 5.29446905934811e-07 0.432291063793408 1 1 0.00726083486798999 1 DHRS4L2
NUMB 6.16282256427717e-07 0.271195446208294 1 1 0.00845169486464971 1 NUMB
TRMT1 8.09090520361041e-07 0.288699860235626 1 1 0.0110958673962313 1 TRMT1
CHIC2 8.73435667900948e-07 0.305521860855632 1 1 0.0119782967495936 1 CHIC2
RAB3D 9.43623394203136e-07 0.262019118907803 1 1 0.0129408512281018 1 RAB3D
LAMTOR2 9.79919409610847e-07 0.378816684810313 1 1 0.0134386147834032 1 LAMTOR2
TXNL4A 1.01356590860059e-06 0.28196404979064 1 1 0.0139000428705484 1 TXNL4A
PGP 1.91923760262181e-06 0.309622711485798 1 1 0.0263204244823554 1 PGP
BRK1 1.92599703642997e-06 0.261157738533079 1 1 0.0264131233576006 1 BRK1
JUND 2.03146990434938e-06 0.693300562505959 1 1 0.0278595782682474 1 JUND
MAP3K8 2.3739370070734e-06 0.339609608919734 1 1 0.0325561721150047 1 MAP3K8
UQCRFS1 2.50363054143208e-06 0.299150373910121 1 1 0.0343347892451995 1 UQCRFS1
TMED5 4.05924303974256e-06 0.269693521201859 1 1 0.0556684590470295 1 TMED5
IDH3G 7.01359106135256e-06 0.347030284877975 1 1 0.096184387815389 1 IDH3G
EIF2AK4 9.5020465631921e-06 0.364074277125215 1 1 0.130311066567617 1 EIF2AK4
LTA4H 1.07789900501502e-05 0.318677558001689 1 1 0.14782306954776 1 LTA4H
SULF2 1.07982304128112e-05 0.308646824393254 1 1 0.148086931881293 1 SULF2
HSD17B11 1.48464478646916e-05 0.310951862315291 1 1 0.203604186016381 1 HSD17B11
HEBP1 1.6316298707279e-05 0.36108680585926 1 1 0.223761720471624 1 HEBP1
MYO9B 1.63830446027537e-05 0.508997668031879 1 1 0.224677073682164 1 MYO9B
NAA10 1.97393715755104e-05 0.342653261555351 1 1 0.27070574178655 1 NAA10
FIS1 2.78821485580282e-05 0.291488215641011 1 1 0.382375785324798 1 FIS1
NANS 2.9544104495615e-05 0.257411382180597 1 1 0.405167849052864 1 NANS
LSMD1 3.34454647169108e-05 0.252053456740362 1 1 0.458671103127714 1 LSMD1
CSTA 5.51727249377707e-05 0.461626501823268 1 1 0.756638749796587 1 CSTA
RPN1 6.78574526612867e-05 0.270909738531763 1 1 0.930597105796885 1 RPN1
LTBR 8.36495748402133e-05 0.250110463372346 1 1 1 1 LTBR
SRA1 9.17693214361816e-05 0.338339095098455 1 1 1 1 SRA1
TMEM14C 0.000105748326834564 0.309345315382853 1 1 1 1 TMEM14C
SSR3 0.000106310104864134 0.258920735861046 1 1 1 1 SSR3
GALK1 0.000136377484711574 0.309377074909259 1 1 1 1 GALK1
PFDN2 0.000154679167077491 0.290567140777937 1 1 1 1 PFDN2
SDHB 0.000169022927556381 0.529240323096472 1 1 1 1 SDHB
CSF1R 0.000177269762579041 0.255125561617655 1 1 1 1 CSF1R
SNAPIN 0.000185037759813467 0.255753424849336 1 1 1 1 SNAPIN
OSM 0.000236625989696795 0.305353938305382 1 1 1 1 OSM
MIS18BP1 0.000258118482193482 0.285852574995149 1 1 1 1 MIS18BP1
ALKBH7 0.000259549305286466 0.305481897381392 1 1 1 1 ALKBH7
CLEC12A 0.000502000936338955 0.384270677414103 1 1 1 1 CLEC12A
ARHGEF40 0.000683837468348241 0.327681949523859 1 1 1 1 ARHGEF40
ARHGAP24 0.000758070082733817 0.317840412382838 1 1 1 1 ARHGAP24
ASGR2 0.000765372120594186 0.361828512258099 1 1 1 1 ASGR2
TWF2 0.000915021113166277 0.283891907976084 1 1 1 1 TWF2
FAM45A 0.000990378231228413 0.302604992317021 1 1 1 1 FAM45A
ABHD12 0.00108917329811577 0.251917803389704 1 1 1 1 ABHD12
PTAFR 0.00138541900550717 0.392729693763314 1 1 1 1 PTAFR
STAC3 0.002017009401882 0.286188489962568 1 1 1 1 STAC3
PLIN3 0.00228947563607298 0.321861038175782 1 1 1 1 PLIN3
LTB4R 0.00298028526327461 0.274997987075583 1 1 1 1 LTB4R
RETN 0.00318406792596544 0.418087265220452 1 1 1 1 RETN
ATF5 0.00335350227089754 0.263102694487751 1 1 1 1 ATF5
LAMTOR5 0.00430668629124584 0.317951847266558 1 1 1 1 LAMTOR5
AP1B1 0.00447214667809607 0.358298768933241 1 1 1 1 AP1B1
IGJ 0.00668790787840339 0.31464313730878 1 1 1 1 IGJ
NKG7 2.21367460646161e-170 3.06613965549533 1 1 3.03583335530145e-166 2 NKG7
GZMA 2.99851708751854e-135 1.90033227549581 1 1 4.11216633382292e-131 2 GZMA
CST7 2.06682324758682e-132 2.0201502852163 1 1 2.83444140174057e-128 2 CST7
CCL5 8.88311432633017e-132 1.86492154430358 1 1 1.21823029871292e-127 2 CCL5
GZMH 4.171683916923e-131 2.0553904512963 1 1 5.72104732366821e-127 2 GZMH
PRF1 8.7123125493962e-125 1.9768508967339 1 1 1.1948065430242e-120 2 PRF1
FGFBP2 7.00169975142942e-119 2.2834536011169 1 1 9.60213103911031e-115 2 FGFBP2
GZMB 2.8849989587117e-115 2.60695996524176 1 1 3.95648757197723e-111 2 GZMB
B2M 1.88774903551269e-113 0.605623130946859 1 1 2.58885902730211e-109 2 B2M
GNLY 6.23477943232528e-110 2.92484249512962 1 1 8.55037651349089e-106 2 GNLY
CTSW 1.8173623130335e-100 1.71614364755332 1 1 2.49233067609415e-96 2 CTSW
CCL4 1.94208995129977e-84 1.93243912313545 1 1 2.6633821592125e-80 2 CCL4
KLRD1 9.08901105016266e-84 0.94420198829025 1 1 1.24646697541931e-79 2 KLRD1
HLA-C 6.70302519622117e-78 0.777813230219536 1 1 9.19252875409772e-74 2 HLA-C
CLIC3 2.51825665562063e-74 1.22076366513462 1 1 3.45353717751813e-70 2 CLIC3
GZMM 7.10831819254276e-69 1.24026371272845 1 1 9.74834756925314e-65 2 GZMM
MATK 7.61208568865434e-67 0.90857232404321 1 1 1.04392143134206e-62 2 MATK
HOPX 1.46526752044793e-66 1.20981052614526 1 1 2.00946787754229e-62 2 HOPX
TTC38 6.00863340666386e-59 1.05000877185482 1 1 8.24023985389882e-55 2 TTC38
S1PR5 1.07292408551421e-57 0.963176534172486 1 1 1.47140809087419e-53 2 S1PR5
HLA-A 3.96840506802484e-57 0.696309098178278 1 1 5.44227071028927e-53 2 HLA-A
PLEKHF1 1.28993990609953e-56 0.740949731437793 1 1 1.7690235872249e-52 2 PLEKHF1
GPR56 4.66719264695206e-56 0.816320305401564 1 1 6.40058799603006e-52 2 GPR56
TIGIT 1.84414984216608e-54 0.803601733422339 1 1 2.52906709354656e-50 2 TIGIT
AKR1C3 6.4965332610799e-53 1.06946007568463 1 1 8.90934571424497e-49 2 AKR1C3
XCL2 2.93812775052346e-52 1.05177708628633 1 1 4.02934839706787e-48 2 XCL2
APMAP 7.10333547859398e-52 1.06547877987082 1 1 9.74151427534378e-48 2 APMAP
FCRL6 2.55078065537372e-50 0.82308418699948 1 1 3.49814059077951e-46 2 FCRL6
CHST12 9.81047273509548e-50 0.784232402853656 1 1 1.34540823089099e-45 2 CHST12
SAMD3 1.41430442031867e-49 0.976508506477735 1 1 1.93957708202502e-45 2 SAMD3
APOBEC3G 1.89716730641984e-49 1.12867580873752 1 1 2.60177524402417e-45 2 APOBEC3G
PTPRCAP 4.84681455775255e-49 0.648294500197034 1 1 6.64692148450185e-45 2 PTPRCAP
PTGDR 7.49826201239626e-49 0.825349231895847 1 1 1.02831165238002e-44 2 PTGDR
KLRG1 6.05064072842194e-47 0.773035241589894 1 1 8.29784869495785e-43 2 KLRG1
CD160 3.12182439885478e-46 0.693787433304966 1 1 4.28126998058944e-42 2 CD160
GZMK 3.76309055192049e-46 0.904026707105298 1 1 5.16070238290375e-42 2 GZMK
CD247 4.73173725467684e-46 1.19189612526176 1 1 6.48910447106381e-42 2 CD247
SPON2 4.35592988512904e-44 1.53661140322197 1 1 5.97372224446597e-40 2 SPON2
LYAR 1.45219176840588e-41 0.778895040287427 1 1 1.99153579119182e-37 2 LYAR
C12orf75 5.55802411372344e-41 0.843557484918184 1 1 7.62227426956032e-37 2 C12orf75
CX3CR1 1.51263456219441e-40 0.507849976012242 1 1 2.07442703859341e-36 2 CX3CR1
PLA2G16 1.04713999517612e-39 0.497413669776283 1 1 1.43604778938454e-35 2 PLA2G16
NCR3 1.13180172294277e-38 0.703815101548763 1 1 1.55215288284372e-34 2 NCR3
FCGR3A 3.65651399558923e-38 0.814231165153944 1 1 5.01454329355106e-34 2 FCGR3A
TBX21 2.95282821234275e-34 0.656749152416111 1 1 4.04950861040685e-30 2 TBX21
RAMP1 4.81899698680291e-33 0.43926225105988 1 1 6.60877246770151e-29 2 RAMP1
CD71 6.66666965909055e-33 0.771309050161662 1 1 9.14267077047679e-29 2 CD7
IL321 2.12914987063947e-32 0.614054878185101 1 1 2.91991613259497e-28 2 IL32
CTSC 2.4783850856752e-32 0.695206206073859 1 1 3.39885730649497e-28 2 CTSC
KLRB1 6.5046869786955e-32 0.459677611171612 1 1 8.92052772258301e-28 2 KLRB1
PILRB 1.23387293916165e-31 0.39723331811183 1 1 1.69213334876629e-27 2 PILRB
PLEK 1.08686453763186e-30 0.780757190352632 1 1 1.49052602690833e-26 2 PLEK
ZAP70 1.10095789936068e-30 0.672829972886872 1 1 1.50985366318324e-26 2 ZAP70
XCL1 2.22058127050116e-30 0.660206112983373 1 1 3.04530515436529e-26 2 XCL1
IGFBP7 2.28993700233615e-30 1.16169855031631 1 1 3.14041960500379e-26 2 IGFBP7
HLA-B 6.85576026664971e-30 0.457241672692009 1 1 9.40198962968342e-26 2 HLA-B
CD8A 1.01171015363239e-29 0.994928222519893 1 1 1.38745930469145e-25 2 CD8A
ASCL2 1.31089349077429e-29 0.563904695186245 1 1 1.79775933324786e-25 2 ASCL2
TPST2 2.47353153623317e-29 0.908953735752269 1 1 3.39220114879017e-25 2 TPST2
HCST 1.33851246461176e-28 0.705980210830148 1 1 1.83563599396856e-24 2 HCST
ACTN4 2.21022694183647e-28 0.359480657143463 1 1 3.03110522803454e-24 2 ACTN4
MALAT11 3.47002404052252e-28 0.319545932254725 1 1 4.75879096917259e-24 2 MALAT1
IL2RB 1.14307783442172e-27 0.792375601807947 1 1 1.56761694212594e-23 2 IL2RB
TGFBR1 2.25805088517372e-27 0.250776052736854 1 1 3.09669098392723e-23 2 TGFBR1
SLAMF7 3.13479146533557e-27 0.400618807878711 1 1 4.2990530155612e-23 2 SLAMF7
RARRES3 1.93802830497299e-26 0.71664296268077 1 1 2.65781201743996e-22 2 RARRES3
HSPA5 5.23081089992908e-26 0.605435173881615 1 1 7.17353406816274e-22 2 HSPA5
LITAF 1.07808522100053e-25 0.837699077525133 1 1 1.47848607208012e-21 2 LITAF
EOMES 1.78272383274951e-25 0.377281290903486 1 1 2.44482746423267e-21 2 EOMES
BHLHE40 3.37650302285094e-25 0.374304764519691 1 1 4.63053624553779e-21 2 BHLHE40
CD300A 7.10236106499111e-25 0.649714690262592 1 1 9.7401779645288e-21 2 CD300A
IFNG 2.88869614970421e-24 0.582600464250618 1 1 3.96155789970435e-20 2 IFNG
SH2D2A 5.58639819221698e-24 0.634252849991321 1 1 7.66118648080637e-20 2 SH2D2A
PFN1 6.34122535465538e-24 0.503094845814764 1 1 8.69635645137439e-20 2 PFN1
CD99 7.2077877453385e-24 0.648349267511422 1 1 9.88476011395722e-20 2 CD99
MYO1F 1.54817151762918e-23 0.649155688825547 1 1 2.12316241927666e-19 2 MYO1F
SH2D1A 2.02700616922977e-23 0.461513404319503 1 1 2.77983626048171e-19 2 SH2D1A
SRGN1 3.91845659053182e-23 0.505143366665177 1 1 5.37377136825534e-19 2 SRGN
HBA1 1.2208584551221e-22 0.669070385192622 1 1 1.67428528535445e-18 2 HBA1
UBB 1.37554700522776e-22 0.602405958332527 1 1 1.88642516296935e-18 2 UBB
CD631 1.66458045031931e-22 0.644726296660528 1 1 2.2828056295679e-18 2 CD63
ALOX5AP 6.88456668114771e-22 0.689966532905937 1 1 9.44149474652597e-18 2 ALOX5AP
C9orf142 1.00363934337186e-21 0.796694405500859 1 1 1.37639099550017e-17 2 C9orf142
ID2 1.14990468918945e-21 0.650483076387623 1 1 1.57697929075441e-17 2 ID2
CCL31 2.411320211191e-21 0.673572873176535 1 1 3.30688453762733e-17 2 CCL3
KLRF1 3.37383249780311e-21 0.461093078756327 1 1 4.62687388748718e-17 2 KLRF1
PTTG1 6.04870580957337e-21 0.278338769815065 1 1 8.29519514724892e-17 2 PTTG1
MIF4GD 1.2675836186391e-20 0.350673235448513 1 1 1.73836417460166e-16 2 MIF4GD
TAP1 2.8253592763355e-20 0.549854787485443 1 1 3.87469771156651e-16 2 TAP1
GNPTAB 3.36437341016601e-20 0.359413514541455 1 1 4.61390169470166e-16 2 GNPTAB
RAP1B 1.12802321168264e-19 0.585120308490483 1 1 1.54697103250157e-15 2 RAP1B
ACTB1 1.85905346474753e-19 0.338033355684206 1 1 2.54950592155477e-15 2 ACTB
PDIA3 2.49319746041566e-19 0.719850845162876 1 1 3.41917099721403e-15 2 PDIA3
OPTN 5.25501604634027e-19 0.440818643750272 1 1 7.20672900595104e-15 2 OPTN
LAG3 8.70816310382402e-19 0.492574985532319 1 1 1.19423748805843e-14 2 LAG3
ARPC5L 1.01757705845391e-18 0.697775479634613 1 1 1.39550517796369e-14 2 ARPC5L
LRRC47 1.1432490476206e-18 0.258799026577228 1 1 1.5678517439069e-14 2 LRRC47
YWHAQ 1.49559202770538e-18 0.568810460861362 1 1 2.05105490679515e-14 2 YWHAQ
MYL12A 3.63205876103569e-18 0.452337178401368 1 1 4.98100538488435e-14 2 MYL12A
WBP11 5.95052491490722e-18 0.305445375105999 1 1 8.16054986830376e-14 2 WBP11
KIR3DL2 6.65964571220136e-18 0.290992135641587 1 1 9.13303812971295e-14 2 KIR3DL2
IFITM11 1.83266326600538e-17 0.553852499503014 1 1 2.51331440299978e-13 2 IFITM1
SPPL2A 4.14470017834009e-17 0.478138791856392 1 1 5.6840418245756e-13 2 SPPL2A
CALM1 5.72875510277405e-17 0.421994532714743 1 1 7.85641474794433e-13 2 CALM1
DOK2 6.50328406912855e-17 0.383962120129973 1 1 8.9186037724029e-13 2 DOK2
ANXA6 2.82176766405923e-16 0.551005473700772 1 1 3.86977217449082e-12 2 ANXA6
SEPT7 1.1252884932376e-15 0.622110336496694 1 1 1.54322063962604e-11 2 SEPT7
C5orf56 1.76180436579884e-15 0.520494402457051 1 1 2.41613850725654e-11 2 C5orf56
ABHD14A 2.14432752090562e-15 0.317893452193285 1 1 2.94073076216997e-11 2 ABHD14A
ITGB2 2.31431327857003e-15 0.607703242278728 1 1 3.17384923023094e-11 2 ITGB2
CD8B1 6.82166841396351e-15 0.351272102999294 1 1 9.35523606290955e-11 2 CD8B
PRKCH 6.98336132644407e-15 0.482926479539767 1 1 9.5769817230854e-11 2 PRKCH
HLA-E 8.26429706106956e-15 0.411449544406582 1 1 1.13336569895508e-10 2 HLA-E
IL12RB1 9.00458202781145e-15 0.370854749428204 1 1 1.23488837929406e-10 2 IL12RB1
BIN2 1.02419209711205e-14 0.559141460082834 1 1 1.40457704197946e-10 2 BIN2
GCLM 1.16259392930356e-14 0.315681597944018 1 1 1.5943813146469e-10 2 GCLM
LCK1 1.2010206841504e-14 0.394332109060777 1 1 1.64707976624386e-10 2 LCK
XBP1 1.28017572244989e-14 0.594448068169675 1 1 1.75563298576778e-10 2 XBP1
HAVCR2 2.77910820072396e-14 0.537981275718413 1 1 3.81126898647284e-10 2 HAVCR2
MYL12B 4.02097306455474e-14 0.420758120313634 1 1 5.51436246073037e-10 2 MYL12B
MIAT 5.01548483732618e-14 0.307536947700201 1 1 6.87823590590912e-10 2 MIAT
PRR5 5.71989179547325e-14 0.731168574783417 1 1 7.84425960831201e-10 2 PRR5
GYG1 5.88731870960989e-14 0.262252962856466 1 1 8.073868878359e-10 2 GYG1
CLIC11 7.01766321584666e-14 0.462100142529485 1 1 9.6240233342121e-10 2 CLIC1
LAT1 7.19391905472546e-14 0.436395559839204 1 1 9.86574059165049e-10 2 LAT
ACTG1 7.21422141551788e-14 0.442705195241991 1 1 9.89358324924123e-10 2 ACTG1
PYHIN1 7.30010814800812e-14 0.384751894004824 1 1 1.00113683141783e-09 2 PYHIN1
DIAPH1 9.2970743370188e-14 0.385897062744392 1 1 1.27500077457876e-09 2 DIAPH1
PATL2 1.01129599396057e-13 0.555855049682553 1 1 1.38689132611752e-09 2 PATL2
ABI3 1.23277807794143e-13 0.385975453071435 1 1 1.69063185608888e-09 2 ABI3
CYB5B 1.72182423430606e-13 0.480271589304021 1 1 2.36130975492734e-09 2 CYB5B
GIMAP6 1.84959265320191e-13 0.427766627194638 1 1 2.53653136460109e-09 2 GIMAP6
RHOC 2.52659224646043e-13 0.419006872629102 1 1 3.46496860679583e-09 2 RHOC
PTPN4 2.65657081062472e-13 0.57348604530457 1 1 3.64322120969074e-09 2 PTPN4
PSME1 3.08889042540846e-13 0.359582332938329 1 1 4.23610432940516e-09 2 PSME1
SLC9A3R1 3.14022882930753e-13 0.560653627598742 1 1 4.30650981651234e-09 2 SLC9A3R1
EFHD21 4.31470135753089e-13 0.396530064311719 1 1 5.91718144171786e-09 2 EFHD2
STARD3NL 4.65482883624032e-13 0.373020010152399 1 1 6.38363226601997e-09 2 STARD3NL
DIP2A 4.9858097473014e-13 0.450764809726387 1 1 6.83753948744914e-09 2 DIP2A
RAB35 8.59246365719802e-13 0.260316205846569 1 1 1.17837046594814e-08 2 RAB35
CD53 9.25601759476123e-13 0.541873695399621 1 1 1.26937025294556e-08 2 CD53
BTN3A1 1.41495293898014e-12 0.41351842227799 1 1 1.94046646051737e-08 2 BTN3A1
STOM 2.5725786831028e-12 0.281865942525187 1 1 3.52803440600719e-08 2 STOM
RASSF1 3.63408168316956e-12 0.446530710010051 1 1 4.98377962029874e-08 2 RASSF1
AOAH1 4.4787160222687e-12 0.459461924178369 1 1 6.14211115293929e-08 2 AOAH
MYO1G 4.53287666195996e-12 0.269773748995896 1 1 6.21638705421189e-08 2 MYO1G
TMIGD2 5.95625016674236e-12 0.274428582456461 1 1 8.16840147867048e-08 2 TMIGD2
GPKOW 8.45332324950452e-12 0.69976062431647 1 1 1.15928875043705e-07 2 GPKOW
CMC1 1.34218105264375e-11 0.444318133318187 1 1 1.84066709559564e-07 2 CMC1
ACAA2 1.57951550360181e-11 0.318250493350126 1 1 2.16614756163952e-07 2 ACAA2
PTGDS 2.68905936153999e-11 0.421789702643638 1 1 3.68777600841594e-07 2 PTGDS
SELT 3.1858086373712e-11 0.49565004886874 1 1 4.36901796529087e-07 2 SELT
BIN1 3.41420826488264e-11 0.38205187864602 1 1 4.68224521446006e-07 2 BIN1
PTPRC 3.48160978312935e-11 0.330867662091754 1 1 4.7746796565836e-07 2 PTPRC
DNAJC1 4.43675619201955e-11 0.384420027174153 1 1 6.08456744173561e-07 2 DNAJC1
SF3B4 5.38679223578313e-11 0.446770982243556 1 1 7.38744687215298e-07 2 SF3B4
RNF126 5.65240521186384e-11 0.373284086656172 1 1 7.75170850755008e-07 2 RNF126
CD320 7.85140068620586e-11 0.338500824235616 1 1 1.07674109010627e-06 2 CD320
GBP5 8.30849645405439e-11 0.406518392365163 1 1 1.13942720370902e-06 2 GBP5
GCHFR 9.23842513824769e-11 0.321242781516497 1 1 1.26695762345929e-06 2 GCHFR
JAK1 1.06588993372516e-10 0.34095747061186 1 1 1.46176145511068e-06 2 JAK1
PLAC8 1.13691048885504e-10 0.593325728605479 1 1 1.55915904441581e-06 2 PLAC8
DAD1 1.15312239158548e-10 0.309325397227806 1 1 1.58139204782033e-06 2 DAD1
ITGAL 1.25158229065413e-10 0.453205543010614 1 1 1.71641995340308e-06 2 ITGAL
POLR2F 1.74529301535528e-10 0.330184546447624 1 1 2.39349484125824e-06 2 POLR2F
DNAJB11 2.08749199420279e-10 0.293297480657476 1 1 2.8627865208497e-06 2 DNAJB11
EVL1 2.33055881392988e-10 0.368278906636378 1 1 3.19612835742344e-06 2 EVL
CTSD1 2.34853860875965e-10 0.355609852490012 1 1 3.22078584805298e-06 2 CTSD
MOB2 2.36097823641442e-10 0.396206790811203 1 1 3.23784555341873e-06 2 MOB2
USB1 2.71056700546386e-10 0.270567411220979 1 1 3.71727159129314e-06 2 USB1
SH2D1B 2.82712646407409e-10 0.467566273237497 1 1 3.87712123283121e-06 2 SH2D1B
GBP2 2.96269509127955e-10 0.372765837180901 1 1 4.06304004818077e-06 2 GBP2
ITGB7 3.44778200846709e-10 0.390201497235219 1 1 4.72828824641177e-06 2 ITGB7
BSG 3.59860898761043e-10 0.424685317899823 1 1 4.93513236560895e-06 2 BSG
RMDN3 3.81701060357758e-10 0.427451909618255 1 1 5.2346483417463e-06 2 RMDN3
HSP90B1 4.36505147517892e-10 0.297736772861214 1 1 5.98623159306037e-06 2 HSP90B1
DDOST 4.91253962491303e-10 0.522593056344865 1 1 6.73705684160572e-06 2 DDOST
PSMB10 6.42339173202315e-10 0.491980136932825 1 1 8.80903942129655e-06 2 PSMB10
SKAP1 8.08497432525432e-10 0.42000277584693 1 1 1.10877337896538e-05 2 SKAP1
ANXA4 9.12963469100557e-10 0.285661992476332 1 1 1.2520381015245e-05 2 ANXA4
CCDC12 9.51067804899382e-10 0.270634692353913 1 1 1.30429438763901e-05 2 CCDC12
GHITM 9.91641124495496e-10 0.398834265090384 1 1 1.35993663813312e-05 2 GHITM
CEP78 1.05324136634905e-09 0.412947042092987 1 1 1.44441520981108e-05 2 CEP78
AC092580.4 1.26711186444808e-09 0.259674544248471 1 1 1.73771721090409e-05 2 AC092580.4
PSMA3 1.3397646690005e-09 0.394885721492588 1 1 1.83735326706729e-05 2 PSMA3
MAD2L2 1.82341120353009e-09 0.375356442156829 1 1 2.50062612452116e-05 2 MAD2L2
CD3D1 2.27839634052757e-09 0.369226267299648 1 1 3.12459274139952e-05 2 CD3D
SH3BGRL31 2.59390819902152e-09 0.280518740397863 1 1 3.55728570413811e-05 2 SH3BGRL3
STK17A1 3.05612330512232e-09 0.36327889587007 1 1 4.19116750064475e-05 2 STK17A
FKBP11 3.75313126705032e-09 0.388985280434291 1 1 5.14704421963281e-05 2 FKBP11
IRF1 4.34642625358399e-09 0.462400495523674 1 1 5.96068896416508e-05 2 IRF1
VKORC1 6.28779944107895e-09 0.280596769452454 1 1 8.62308815349567e-05 2 VKORC1
HLA-F 7.07743084063278e-09 0.476067508048932 1 1 9.70598865484379e-05 2 HLA-F
C1orf21 7.30550101280887e-09 0.483025399825302 1 1 0.000100187640889661 2 C1orf21
C10orf32 7.3183789805929e-09 0.281460121847437 1 1 0.000100364249339851 2 C10orf32
CAP1 7.52083306901032e-09 0.449344024319818 1 1 0.000103140704708408 2 CAP1
RUNX3 8.32419399574987e-09 0.401229824397796 1 1 0.000114157996457714 2 RUNX3
UBC 8.88600739418697e-09 0.262265287310339 1 1 0.00012186270540388 2 UBC
RAC2 9.57625600031979e-09 0.377876054386618 1 1 0.000131328774788386 2 RAC2
PPP2R5C1 1.44009957294156e-08 0.297468413742915 1 1 0.000197495255433205 2 PPP2R5C
ATP1B3 1.44508504167954e-08 0.446572034427684 1 1 0.000198178962615932 2 ATP1B3
GIMAP71 1.50818484240671e-08 0.271737475713884 1 1 0.000206832469287656 2 GIMAP7
ATM 1.58211689966225e-08 0.379779528560619 1 1 0.000216971511619682 2 ATM
CAPN12 1.62633182443833e-08 0.300944555571947 1 1 0.000223035146403473 2 CAPN12
KIAA1429 1.90482859441947e-08 0.38515939903334 1 1 0.000261228193438686 2 KIAA1429
FYN 2.04862174656458e-08 0.35871578910102 1 1 0.000280947986323867 2 FYN
